name,precision,recall,mcc
CountCurrying,8.086253369272237,19.89342806394316,-0.0027118507038100628
CountFunctionCalls,8.558014755197854,21.715817694369974,0.0376744893692056
CountFunctionParameters,7.829181494661921,9.413854351687391,0.01622460517527306
CountFunctions,8.385093167701863,29.83425414364641,0.06185534432199749
CountHigherOrderCalls,8.9126559714795,32.265112891478516,0.06733927620521854
CountInnerVariableAssignment,9.083263246425568,3.9329934450109247,0.012233673990834856
CountLazyValues,12.33873635461462,5.3285968028419175,0.027503730790966536
CountNestedDepth,8.550913838120104,38.97550111358575,0.013649029587449004
CountNestedMethods,13.330911732655284,12.078152753108348,0.04885926621027523
CountOuterVariableAssignment,8.34104224483503,19.70138383102695,0.01180375240173838
CountOuterVariableUsage,12.355084465054656,20.808383233532933,0.0213122104274254
CountParameterLists,9.35687263556116,27.542687453600603,0.0464182453152709
CountPatternMatching,10.655737704918034,37.833037300177615,0.10876392419166607
CountRecursiveCalls,7.154605263157894,58.73015873015874,0.018495469302816044
CountSideEffectCalls,10.073260073260073,30.38674033149171,0.04984723038364335
CountSideEffectFunctions,14.814814814814813,9.750566893424038,0.02644650075492044
CountSideEffects,12.304483837330553,25.598802395209578,0.07670252644216967
CountVariableDefinitions,11.680482290881688,9.919571045576408,0.0035527447609377686
CountVariables,10.106382978723405,11.049723756906078,0.013007607304409726
FunctionalScoreCount,9.607577807848443,39.226519337016576,0.09637285011105973
HasPointsCount,7.709311964631113,79.38820101966499,0.08895788580690908
ImperativeScoreCount,11.62361623616236,24.850299401197606,0.07929370173165383
IsFunction,8.56006160164271,99.62880475129921,0.022458806296853484
IsSideEffect,8.761286681715577,92.96407185628742,0.02233680996072029
ParadigmScoreCount,7.362413371381981,55.78231292517006,0.0634079127970768
